DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-17 17:02:00,3.354,0.238,232.46,14.4,0,1,16
2006-12-17 17:03:00,3.472,0.236,232.29,15,0,1,17
2006-12-17 17:04:00,3.484,0.176,231.57,15,0,2,16
2006-12-17 17:05:00,3.422,0.136,231.18,14.8,0,1,16
2006-12-17 17:06:00,3.416,0.136,230.94,14.8,0,1,17
2006-12-17 17:07:00,3.446,0.136,231.33,14.8,0,2,16
2006-12-17 17:08:00,3.66,0.138,233.01,15.6,0,1,17
2006-12-17 17:09:00,3.586,0.144,233.93,15.2,0,1,17
2006-12-17 17:10:00,3.556,0.14,232.83,15.2,0,2,16
2006-12-17 17:11:00,3.604,0.156,234.18,15.4,0,1,17
2006-12-17 17:12:00,3.728,0.276,235.76,15.8,0,1,17
2006-12-17 17:13:00,3.7,0.27,234.86,15.8,0,2,17
2006-12-17 17:14:00,3.678,0.268,234.11,15.6,0,1,17
2006-12-17 17:15:00,3.67,0.266,233.91,15.6,0,1,17
2006-12-17 17:16:00,3.702,0.272,235.24,15.8,0,1,17
2006-12-17 17:17:00,3.744,0.276,234.86,16,0,1,16
2006-12-17 17:18:00,3.796,0.288,234.46,16.2,0,2,17
2006-12-17 17:19:00,3.808,0.288,234.74,16.2,0,1,17
2006-12-17 17:20:00,3.58,0.294,235.39,15.2,0,1,17
2006-12-17 17:21:00,3.37,0.22,233.34,14.4,0,1,17
2006-12-17 17:22:00,3.13,0.174,234.05,13.4,0,0,17
2006-12-17 17:23:00,3.238,0.172,233.58,13.8,0,0,16
2006-12-17 17:24:00,3.39,0.17,232.65,14.6,0,0,17
2006-12-17 17:25:00,3.36,0.164,231.2,14.4,0,0,16
2006-12-17 17:26:00,3.4,0.162,232.86,14.6,0,0,17
2006-12-17 17:27:00,3.396,0.164,232.89,14.6,0,0,17
2006-12-17 17:28:00,3.282,0.1,232.33,14,0,0,16
2006-12-17 17:29:00,2.996,0.056,232.47,12.8,0,0,17
2006-12-17 17:30:00,3.002,0.058,232.79,12.8,0,0,16
2006-12-17 17:31:00,3,0.058,232.88,12.8,0,0,17
2006-12-17 17:32:00,2.994,0.056,233.03,12.8,0,0,17
2006-12-17 17:33:00,3.058,0.056,233.11,13,0,0,16
2006-12-17 17:34:00,3.118,0.12,232.58,13.4,0,0,17
2006-12-17 17:35:00,3.168,0.158,234.57,13.4,0,0,17
2006-12-17 17:36:00,3.262,0.158,234.69,13.8,0,0,17
2006-12-17 17:37:00,3.306,0.158,235.39,14,0,0,17
2006-12-17 17:38:00,3.288,0.156,234.84,14,0,0,17
2006-12-17 17:39:00,3.282,0.154,234.63,14,0,0,16
2006-12-17 17:40:00,3.292,0.158,234.99,14,0,0,17
2006-12-17 17:41:00,3.28,0.154,234.39,14,0,0,17
2006-12-17 17:42:00,3.502,0.158,235.51,14.8,0,0,17
2006-12-17 17:43:00,3.376,0.156,235.42,14.4,0,0,17
2006-12-17 17:44:00,3.332,0.114,235.56,14.2,0,0,17
2006-12-17 17:45:00,3.292,0.06,235.58,14,0,0,17
2006-12-17 17:46:00,3.28,0.058,234.99,14,0,0,17
2006-12-17 17:47:00,3.298,0.058,235.77,14,0,0,17
2006-12-17 17:48:00,3.296,0.06,235.69,14,0,0,17
2006-12-17 17:49:00,3.274,0.058,234.74,14,0,0,17
2006-12-17 17:50:00,3.412,0.184,235.79,14.4,0,0,17
2006-12-17 17:51:00,3.412,0.188,236.2,14.4,0,0,17
2006-12-17 17:52:00,3.418,0.188,236.21,14.4,0,0,17
2006-12-17 17:53:00,3.416,0.19,236.37,14.4,0,0,17
2006-12-17 17:54:00,3.418,0.19,236.59,14.4,0,0,18
2006-12-17 17:55:00,3.43,0.192,237.11,14.4,0,0,17
2006-12-17 17:56:00,3.434,0.19,236.87,14.4,0,0,17
2006-12-17 17:57:00,3.792,0.176,235.98,16,0,0,17
2006-12-17 17:58:00,3.652,0.166,235.91,15.4,0,0,17
2006-12-17 17:59:00,3.59,0.166,236.02,15.2,0,0,17
2006-12-17 18:00:00,3.328,0.168,235.86,14,0,0,17
2006-12-17 18:01:00,3.336,0.172,236.27,14,0,0,17
2006-12-17 18:02:00,3.386,0.17,236.31,14.2,0,0,17
2006-12-17 18:03:00,3.528,0.272,235.63,15,0,0,17
2006-12-17 18:04:00,3.496,0.26,235.22,14.8,0,0,17
2006-12-17 18:05:00,3.396,0.166,235.28,14.4,0,0,17
2006-12-17 18:06:00,3.266,0.106,234.27,13.8,0,0,17
2006-12-17 18:07:00,3.34,0,234.72,14.2,0,0,17
2006-12-17 18:08:00,3.26,0,235.73,13.8,0,0,17
2006-12-17 18:09:00,3.236,0,235.84,13.6,0,0,17
2006-12-17 18:10:00,3.216,0,235,13.6,0,0,17
2006-12-17 18:11:00,3.232,0,235.67,13.6,0,0,17
2006-12-17 18:12:00,3.236,0,235.9,13.6,0,0,17
2006-12-17 18:13:00,3.254,0,236.64,13.8,0,0,17
2006-12-17 18:14:00,3.308,0.076,237.39,14,0,0,18
2006-12-17 18:15:00,3.612,0.254,236.94,15.2,0,0,17
2006-12-17 18:16:00,4.1,0.156,236.33,17.8,0,0,17
2006-12-17 18:17:00,6.254,0.118,233.69,26.6,0,0,17
2006-12-17 18:18:00,6.204,0.116,232.7,26.6,0,0,16
2006-12-17 18:19:00,4.536,0.128,234.34,20,0,0,17
2006-12-17 18:20:00,3.606,0.134,234.73,15.4,0,0,17
2006-12-17 18:21:00,3.594,0.132,234.58,15.2,0,0,17
2006-12-17 18:22:00,3.614,0.136,235.46,15.4,0,0,17
2006-12-17 18:23:00,3.612,0.136,235.45,15.2,0,0,17
2006-12-17 18:24:00,3.612,0.134,235.42,15.2,0,0,17
2006-12-17 18:25:00,3.576,0.086,235.42,15.2,0,0,17
2006-12-17 18:26:00,3.552,0,235.79,15,0,0,17
2006-12-17 18:27:00,3.55,0,235.75,15,0,0,17
2006-12-17 18:28:00,3.566,0.046,235.54,15,0,0,17
2006-12-17 18:29:00,3.66,0.166,235.77,15.4,0,0,17
2006-12-17 18:30:00,3.624,0.162,234.53,15.4,0,0,17
2006-12-17 18:31:00,3.626,0.162,234.72,15.4,0,0,17
2006-12-17 18:32:00,3.62,0.162,234.58,15.4,0,0,16
2006-12-17 18:33:00,3.42,0.172,235.19,14.6,0,0,17
2006-12-17 18:34:00,3.356,0.188,235.26,14.2,0,0,17
2006-12-17 18:35:00,3.362,0.188,235.42,14.2,0,0,17
2006-12-17 18:36:00,3.372,0.19,235.72,14.2,0,0,17
2006-12-17 18:37:00,3.38,0.188,236.11,14.2,0,0,17
2006-12-17 18:38:00,3.344,0.184,234.99,14.2,0,0,17
2006-12-17 18:39:00,3.612,0.172,234.74,15.4,0,0,17
2006-12-17 18:40:00,3.652,0.164,234.97,15.6,0,0,17
2006-12-17 18:41:00,3.638,0.166,234.44,15.4,0,0,17
2006-12-17 18:42:00,3.618,0.176,234.12,15.4,0,0,17
2006-12-17 18:43:00,3.588,0.178,233.88,15.4,0,0,17
2006-12-17 18:44:00,3.596,0.176,233.39,15.4,0,0,16
2006-12-17 18:45:00,3.708,0.052,234.25,15.8,0,0,17
2006-12-17 18:46:00,3.79,0.054,234.9,16,0,0,17
2006-12-17 18:47:00,3.76,0.052,233.79,16,0,0,17
2006-12-17 18:48:00,3.754,0.052,233.49,16,0,0,16
2006-12-17 18:49:00,3.742,0.048,232.74,16,0,0,17
2006-12-17 18:50:00,3.954,0.046,232.09,17,0,0,17
2006-12-17 18:51:00,3.81,0.046,231.71,16.4,0,0,16
2006-12-17 18:52:00,3.808,0.1,231.57,16.4,0,0,17
2006-12-17 18:53:00,3.978,0.24,231.06,17.2,0,0,16
2006-12-17 18:54:00,3.974,0.232,230.35,17.2,0,0,16
2006-12-17 18:55:00,4.006,0.222,229.85,17.4,0,0,16
2006-12-17 18:56:00,4.112,0.302,230.96,17.8,0,0,17
2006-12-17 18:57:00,4.06,0.304,229.57,17.6,0,0,16
2006-12-17 18:58:00,4.05,0.294,230.68,17.6,0,0,16
2006-12-17 18:59:00,4.046,0.3,229.63,17.6,0,0,16
2006-12-17 19:00:00,4.078,0.3,230.78,17.6,0,0,17
2006-12-17 19:01:00,4.18,0.31,234.09,17.8,0,0,17
2006-12-17 19:02:00,4.132,0.306,233.78,17.6,0,0,16
2006-12-17 19:03:00,3.768,0.312,234.67,16,0,0,17
2006-12-17 19:04:00,3.556,0.36,233.42,15.2,0,0,17
2006-12-17 19:05:00,3.528,0.436,233.77,15.2,0,0,17
2006-12-17 19:06:00,2.922,0.38,234.78,12.6,0,0,17
2006-12-17 19:07:00,2.42,0.3,235.32,10.4,0,0,16
2006-12-17 19:08:00,2.398,0.368,231.7,10.4,0,0,17
2006-12-17 19:09:00,2.398,0.37,231.83,10.4,0,1,16
2006-12-17 19:10:00,2.388,0.366,231.31,10.4,0,2,17
2006-12-17 19:11:00,2.432,0.376,233.97,10.4,0,1,17
2006-12-17 19:12:00,3.764,0.562,232.4,16.6,0,2,16
2006-12-17 19:13:00,3.782,0.44,233.22,16.4,0,1,17
2006-12-17 19:14:00,3.222,0.35,233.95,14.2,0,1,17
2006-12-17 19:15:00,2.21,0.226,234.54,9.4,0,2,16
2006-12-17 19:16:00,2.208,0.224,234.5,9.4,0,1,17
2006-12-17 19:17:00,2.22,0.228,235.39,9.4,0,1,17
2006-12-17 19:18:00,2.234,0.232,236.35,9.4,0,2,17
2006-12-17 19:19:00,2.224,0.23,236.29,9.4,0,1,18
2006-12-17 19:20:00,2.164,0.212,235.82,9.2,0,2,17
2006-12-17 19:21:00,2.472,0.276,235.79,10.8,0,1,17
2006-12-17 19:22:00,2.506,0.256,235.86,11,0,1,17
2006-12-17 19:23:00,2.168,0.214,235.9,9.2,0,1,17
2006-12-17 19:24:00,2.154,0.21,235.16,9.2,0,2,17
2006-12-17 19:25:00,2.146,0.208,234.66,9.2,0,1,17
2006-12-17 19:26:00,2.134,0.208,234.48,9,0,1,16
2006-12-17 19:27:00,2.104,0.198,232.36,9,0,1,17
2006-12-17 19:28:00,2.104,0.194,232.24,9,0,2,17
2006-12-17 19:29:00,2.116,0.2,233.35,9,0,1,16
2006-12-17 19:30:00,2.114,0.202,233.42,9,0,1,17
2006-12-17 19:31:00,2.532,0.38,232.29,11,0,1,16
2006-12-17 19:32:00,2.478,0.248,232.7,10.6,0,1,17
2006-12-17 19:33:00,2.366,0.088,232.56,10.2,0,0,17
2006-12-17 19:34:00,2.74,0.156,233.91,11.6,0,0,16
2006-12-17 19:35:00,3.424,0.178,232.75,14.8,0,0,17
2006-12-17 19:36:00,3.538,0.258,231.41,15.2,0,0,16
2006-12-17 19:37:00,4.012,0.378,231.18,17.6,0,0,17
2006-12-17 19:38:00,4.842,0.426,230.08,21.2,0,0,16
2006-12-17 19:39:00,3.578,0.45,233.04,15.4,0,0,17
2006-12-17 19:40:00,3.438,0.426,233.2,14.8,0,0,16
2006-12-17 19:41:00,3.29,0.28,233.65,14,0,0,17
2006-12-17 19:42:00,3.13,0.268,232.88,13.4,0,0,17
2006-12-17 19:43:00,3.15,0.264,232.31,13.6,0,0,16
2006-12-17 19:44:00,3.314,0.264,232.63,14.2,0,0,17
2006-12-17 19:45:00,3.022,0.266,232.41,13,0,0,16
2006-12-17 19:46:00,3.004,0.264,232.43,13,0,0,17
2006-12-17 19:47:00,3.02,0.266,232.6,13,0,0,17
2006-12-17 19:48:00,2.96,0.176,232.52,12.8,0,0,16
2006-12-17 19:49:00,3.544,0.166,231.68,15.6,0,0,17
2006-12-17 19:50:00,2.934,0.17,232.11,12.6,0,0,16
2006-12-17 19:51:00,3.034,0.168,232.19,13,0,0,17
2006-12-17 19:52:00,3.244,0.168,232.77,14,0,0,16
2006-12-17 19:53:00,3.304,0.164,231.7,14.2,0,0,17
2006-12-17 19:54:00,3.024,0.166,231.47,13,0,0,16
2006-12-17 19:55:00,3.032,0.168,231.83,13,0,0,17
2006-12-17 19:56:00,2.826,0.16,230.37,12.2,0,0,16
2006-12-17 19:57:00,2.558,0.16,231.97,11,0,0,17
2006-12-17 19:58:00,2.514,0.164,232.93,10.8,0,0,16
2006-12-17 19:59:00,2.406,0.166,233.07,10.4,0,0,17
2006-12-17 20:00:00,2.388,0.166,232.78,10.2,0,0,16
2006-12-17 20:01:00,2.314,0.17,233.79,9.8,0,0,17
2006-12-17 20:02:00,2.326,0.172,234.51,10,0,0,17
2006-12-17 20:03:00,2.56,0.17,233.87,11.2,0,0,17
2006-12-17 20:04:00,2.67,0.168,234.12,11.6,0,0,17
2006-12-17 20:05:00,2.42,0.104,233.75,10.4,0,0,16
2006-12-17 20:06:00,2.55,0.048,233.02,11,0,0,17
2006-12-17 20:07:00,2.6,0.102,232.75,11.2,0,0,17
2006-12-17 20:08:00,2.628,0.162,232.57,11.2,0,1,16
2006-12-17 20:09:00,2.632,0.164,233.02,11.2,0,2,17
2006-12-17 20:10:00,2.664,0.162,232.92,11.4,0,1,16
2006-12-17 20:11:00,2.576,0.164,233.24,11,0,2,17
2006-12-17 20:12:00,2.972,0.17,236.43,12.6,0,1,17
2006-12-17 20:13:00,3.202,0.164,235.3,13.6,0,2,17
2006-12-17 20:14:00,3.178,0.166,235.52,13.6,0,1,17
2006-12-17 20:15:00,3.19,0.162,235.17,13.6,0,1,17
2006-12-17 20:16:00,3.26,0.216,235,14,0,2,17
2006-12-17 20:17:00,3.262,0.26,234.6,14,0,1,17
2006-12-17 20:18:00,3.39,0.364,234.43,14.6,0,2,17
2006-12-17 20:19:00,3.566,0.378,234.1,15.4,0,1,17
2006-12-17 20:20:00,3.668,0.374,234.1,15.8,0,2,16
2006-12-17 20:21:00,4.464,0.388,233.9,19.4,0,1,17
2006-12-17 20:22:00,4.448,0.396,233.44,19.4,0,1,17
2006-12-17 20:23:00,3.698,0.388,236.07,15.8,0,2,17
2006-12-17 20:24:00,3.712,0.396,236.92,15.8,0,1,17
2006-12-17 20:25:00,3.732,0.4,237.66,15.8,0,1,17
2006-12-17 20:26:00,3.736,0.402,238.05,15.8,0,1,18
2006-12-17 20:27:00,3.66,0.302,237.73,15.4,0,2,17
2006-12-17 20:28:00,3.636,0.298,237.01,15.4,0,1,17
2006-12-17 20:29:00,3.62,0.296,236.47,15.4,0,1,17
2006-12-17 20:30:00,3.614,0.292,236.16,15.4,0,2,18
2006-12-17 20:31:00,3.59,0.284,235.07,15.4,0,1,17
2006-12-17 20:32:00,3.61,0.286,235.7,15.4,0,1,17
2006-12-17 20:33:00,3.616,0.29,236.23,15.4,0,1,17
2006-12-17 20:34:00,3.644,0.292,236.6,15.4,0,2,17
2006-12-17 20:35:00,3.822,0.29,235.93,16.2,0,1,17
2006-12-17 20:36:00,3.538,0.308,238.31,15,0,1,17
2006-12-17 20:37:00,3.504,0.31,238.69,14.8,0,1,18
2006-12-17 20:38:00,3.682,0.308,238.8,15.4,0,2,17
2006-12-17 20:39:00,3.694,0.314,239.45,15.4,0,1,18
2006-12-17 20:40:00,3.692,0.312,239.47,15.4,0,1,17
2006-12-17 20:41:00,3.712,0.318,240.35,15.6,0,1,18
2006-12-17 20:42:00,3.628,0.314,239.82,15.2,0,2,18
2006-12-17 20:43:00,3.374,0.32,239.76,14.2,0,1,17
2006-12-17 20:44:00,3.368,0.322,239.91,14.2,0,1,18
2006-12-17 20:45:00,3.352,0.318,239.53,14,0,1,17
2006-12-17 20:46:00,3.35,0.32,239.63,14,0,1,18
2006-12-17 20:47:00,3.318,0.31,238.11,14,0,2,17
2006-12-17 20:48:00,3.324,0.31,238.46,14,0,1,18
2006-12-17 20:49:00,3.594,0.308,238.81,15.2,0,1,17
2006-12-17 20:50:00,3.798,0.308,238.88,16,0,1,18
2006-12-17 20:51:00,3.852,0.308,238.62,16.2,0,2,17
2006-12-17 20:52:00,3.832,0.304,238,16.2,0,1,17
2006-12-17 20:53:00,3.832,0.304,238,16.2,0,1,18
2006-12-17 20:54:00,3.75,0.3,237.52,15.8,0,1,17
2006-12-17 20:55:00,3.568,0.302,237.97,15,0,2,17
2006-12-17 20:56:00,3.476,0.288,238.08,14.6,0,1,18
2006-12-17 20:57:00,3.316,0.266,236.6,14,0,1,17
2006-12-17 20:58:00,3.274,0.258,236.88,13.8,0,1,17
2006-12-17 20:59:00,3.244,0.254,238.01,13.6,0,1,17
2006-12-17 21:00:00,3.576,0.252,237.8,15.2,0,2,18
2006-12-17 21:01:00,3.898,0.25,238.03,16.4,0,1,17
2006-12-17 21:02:00,3.638,0.262,238.51,15.2,0,1,17
2006-12-17 21:03:00,3.204,0.266,238.69,13.4,0,1,18
2006-12-17 21:04:00,3.078,0.266,238.79,12.8,0,1,17
2006-12-17 21:05:00,3.076,0.266,238.7,12.8,0,2,18
2006-12-17 21:06:00,3.086,0.256,239.34,12.8,0,1,17
2006-12-17 21:07:00,3.002,0.162,238.17,12.6,0,1,18
2006-12-17 21:08:00,2.992,0.162,238,12.6,0,1,17
2006-12-17 21:09:00,3.038,0.214,237.82,12.8,0,1,17
2006-12-17 21:10:00,3.088,0.29,237.8,13,0,2,18
2006-12-17 21:11:00,3.116,0.296,239.26,13,0,1,17
2006-12-17 21:12:00,3.108,0.296,239.19,13,0,1,18
2006-12-17 21:13:00,3.096,0.292,238.82,13,0,1,17
2006-12-17 21:14:00,3.086,0.29,238.48,13,0,1,18
2006-12-17 21:15:00,3.076,0.288,238,13,0,2,17
2006-12-17 21:16:00,3.08,0.288,238.15,13,0,1,17
2006-12-17 21:17:00,3.08,0.29,238.27,13,0,1,18
2006-12-17 21:18:00,3.096,0.286,237.52,13,0,1,17
2006-12-17 21:19:00,3.13,0.288,237.89,13.2,0,1,17
2006-12-17 21:20:00,3.074,0.29,238.07,13,0,2,18
2006-12-17 21:21:00,3.118,0.302,239.79,13,0,1,17
2006-12-17 21:22:00,3.082,0.292,238.12,13,0,1,18
2006-12-17 21:23:00,3.068,0.288,237.59,13,0,1,17
2006-12-17 21:24:00,3.084,0.292,238.37,13,0,1,17
2006-12-17 21:25:00,3.268,0.294,239.23,13.6,0,2,18
2006-12-17 21:26:00,3.316,0.288,238.55,13.8,0,1,17
2006-12-17 21:27:00,3.07,0.288,238.01,12.8,0,1,18
2006-12-17 21:28:00,3.1,0.296,239.25,13,0,1,17
2006-12-17 21:29:00,3.098,0.288,239.44,13,0,1,18
2006-12-17 21:30:00,3.096,0.28,239.79,12.8,0,2,17
2006-12-17 21:31:00,3.1,0.28,240.04,13,0,1,18
2006-12-17 21:32:00,3.094,0.278,239.71,12.8,0,1,17
2006-12-17 21:33:00,3.1,0.28,240.01,12.8,0,1,18
2006-12-17 21:34:00,3.118,0.284,240.87,13,0,1,18
2006-12-17 21:35:00,3.124,0.286,241.09,13,0,2,18
2006-12-17 21:36:00,3.108,0.312,241.4,12.8,0,1,17
2006-12-17 21:37:00,3.14,0.392,241.29,13,0,1,18
2006-12-17 21:38:00,3.138,0.392,241.37,13,0,1,18
2006-12-17 21:39:00,3.12,0.39,241.07,13,0,1,18
2006-12-17 21:40:00,3.102,0.384,239.65,13,0,1,18
2006-12-17 21:41:00,3.098,0.384,239.57,13,0,2,17
2006-12-17 21:42:00,3.086,0.38,239.01,13,0,1,18
2006-12-17 21:43:00,3.08,0.38,238.83,13,0,1,17
2006-12-17 21:44:00,2.996,0.38,238.59,12.6,0,1,17
