DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-17 21:45:00,2.914,0.288,238.27,12.2,0,1,18
2006-12-17 21:46:00,2.986,0.248,238.71,12.4,0,2,17
2006-12-17 21:47:00,2.84,0.19,238.66,11.8,0,1,18
2006-12-17 21:48:00,2.824,0.142,237.35,11.8,0,1,17
2006-12-17 21:49:00,2.97,0.144,238.17,12.4,0,1,17
2006-12-17 21:50:00,2.91,0.144,238.49,12.2,0,1,18
2006-12-17 21:51:00,2.754,0.152,239.17,11.4,0,1,17
2006-12-17 21:52:00,2.588,0.156,240.12,10.8,0,2,18
2006-12-17 21:53:00,2.624,0.172,239.32,11,0,1,17
2006-12-17 21:54:00,2.614,0.18,240.99,10.8,0,1,18
2006-12-17 21:55:00,2.618,0.182,241.31,10.8,0,1,18
2006-12-17 21:56:00,2.604,0.18,240.53,10.8,0,1,18
2006-12-17 21:57:00,2.596,0.178,239.99,10.8,0,1,17
2006-12-17 21:58:00,2.588,0.176,239.55,10.8,0,2,18
2006-12-17 21:59:00,2.694,0.286,239.68,11.2,0,1,17
2006-12-17 22:00:00,2.69,0.31,239.17,11.2,0,1,18
2006-12-17 22:01:00,2.682,0.304,238.35,11.2,0,1,17
2006-12-17 22:02:00,2.688,0.306,238.89,11.2,0,1,18
2006-12-17 22:03:00,2.688,0.31,239.28,11.2,0,1,17
2006-12-17 22:04:00,2.688,0.308,239.24,11.2,0,2,18
2006-12-17 22:05:00,2.694,0.308,239.19,11.2,0,1,17
2006-12-17 22:06:00,2.69,0.304,238.92,11.2,0,1,18
2006-12-17 22:07:00,2.688,0.306,238.91,11.2,0,1,17
2006-12-17 22:08:00,2.156,0.318,240.49,9.2,0,1,10
2006-12-17 22:09:00,1.65,0.322,240.8,7,0,1,0
2006-12-17 22:10:00,1.652,0.32,240.62,7,0,2,0
2006-12-17 22:11:00,1.646,0.322,241.02,7,0,1,0
2006-12-17 22:12:00,1.656,0.326,241.78,7,0,1,0
2006-12-17 22:13:00,1.648,0.324,241.32,7,0,1,0
2006-12-17 22:14:00,1.654,0.326,241.72,7,0,1,0
2006-12-17 22:15:00,1.632,0.314,239.4,7,0,1,0
2006-12-17 22:16:00,1.632,0.31,238.58,7,0,2,0
2006-12-17 22:17:00,1.676,0.336,239.18,7.2,0,1,0
2006-12-17 22:18:00,1.714,0.414,239.18,7.4,0,1,0
2006-12-17 22:19:00,1.72,0.418,239.7,7.4,0,1,0
2006-12-17 22:20:00,1.726,0.422,240.32,7.4,0,1,0
2006-12-17 22:21:00,1.722,0.408,240.42,7.4,0,1,0
2006-12-17 22:22:00,1.654,0.302,240.46,7,0,0,0
2006-12-17 22:23:00,1.662,0.306,241.6,7,0,0,0
2006-12-17 22:24:00,1.66,0.308,241.47,7,0,0,0
2006-12-17 22:25:00,1.66,0.308,241.65,7,0,0,0
2006-12-17 22:26:00,1.654,0.31,241.96,7,0,0,0
2006-12-17 22:27:00,1.652,0.308,241.7,7,0,0,0
2006-12-17 22:28:00,1.582,0.21,241.41,6.6,0,0,0
2006-12-17 22:29:00,1.582,0.202,241.31,6.6,0,0,0
2006-12-17 22:30:00,1.542,0.144,241.22,6.4,0,0,0
2006-12-17 22:31:00,1.678,0.062,240.08,7,0,0,0
2006-12-17 22:32:00,1.748,0.066,240.82,7.2,0,0,0
2006-12-17 22:33:00,1.752,0.066,240.96,7.2,0,0,0
2006-12-17 22:34:00,1.91,0.064,240.92,8,0,0,0
2006-12-17 22:35:00,2.136,0.062,241.29,8.8,0,0,0
2006-12-17 22:36:00,1.754,0.072,242.49,7.2,0,0,0
2006-12-17 22:37:00,0.862,0.076,243.62,3.6,0,0,0
2006-12-17 22:38:00,0.812,0.076,243.53,3.4,0,0,0
2006-12-17 22:39:00,0.808,0.08,244.13,3.4,0,0,0
2006-12-17 22:40:00,0.806,0.082,244.39,3.4,0,0,0
2006-12-17 22:41:00,0.812,0.082,244.26,3.4,0,0,0
2006-12-17 22:42:00,0.818,0.084,245.07,3.4,0,0,0
2006-12-17 22:43:00,0.82,0.086,245.96,3.4,0,0,0
2006-12-17 22:44:00,0.848,0.112,245.73,3.6,0,0,0
2006-12-17 22:45:00,0.914,0.222,245.23,3.8,0,0,0
2006-12-17 22:46:00,0.902,0.222,245.01,3.8,0,0,0
2006-12-17 22:47:00,0.902,0.222,244.98,3.8,0,0,0
2006-12-17 22:48:00,0.902,0.222,245.13,3.8,0,0,0
2006-12-17 22:49:00,0.902,0.218,244.47,3.8,0,0,0
2006-12-17 22:50:00,0.888,0.218,244.24,3.8,0,0,0
2006-12-17 22:51:00,0.892,0.22,244.7,3.8,0,0,0
2006-12-17 22:52:00,0.85,0.216,245.8,3.6,0,0,0
2006-12-17 22:53:00,0.796,0.206,245.52,3.4,0,0,0
2006-12-17 22:54:00,0.9,0.202,245.37,3.8,0,0,0
2006-12-17 22:55:00,0.912,0.204,245.76,3.8,0,0,0
2006-12-17 22:56:00,0.912,0.202,245.77,3.8,0,0,0
2006-12-17 22:57:00,0.914,0.206,246.16,3.8,0,0,0
2006-12-17 22:58:00,0.938,0.22,245.5,4,0,0,0
2006-12-17 22:59:00,0.952,0.318,245.39,4,0,0,0
2006-12-17 23:00:00,1.116,0.344,245.22,4.8,0,0,0
2006-12-17 23:01:00,0.864,0.308,245.4,3.8,0,0,0
2006-12-17 23:02:00,0.724,0.276,245.89,3,0,0,0
2006-12-17 23:03:00,0.602,0.276,245.37,2.6,0,0,0
2006-12-17 23:04:00,0.566,0.278,245.56,2.6,0,0,0
2006-12-17 23:05:00,0.566,0.28,245.82,2.6,0,0,0
2006-12-17 23:06:00,0.566,0.284,246.65,2.6,0,0,0
2006-12-17 23:07:00,0.564,0.278,245.9,2.4,0,0,0
2006-12-17 23:08:00,0.56,0.274,245.04,2.4,0,0,0
2006-12-17 23:09:00,0.5,0.184,245.69,2.2,0,0,0
2006-12-17 23:10:00,0.492,0.172,246,2,0,0,0
2006-12-17 23:11:00,0.496,0.176,247.08,2,0,0,0
2006-12-17 23:12:00,0.498,0.182,247.92,2,0,0,0
2006-12-17 23:13:00,0.416,0.052,248.33,1.6,0,0,0
2006-12-17 23:14:00,0.404,0,247.27,1.6,0,0,0
2006-12-17 23:15:00,0.404,0,247.09,1.6,0,0,0
2006-12-17 23:16:00,0.318,0,246.84,1.2,0,0,0
2006-12-17 23:17:00,0.292,0,246.27,1.2,0,0,0
2006-12-17 23:18:00,0.29,0,245.95,1.2,0,0,0
2006-12-17 23:19:00,0.288,0,244.99,1.2,0,0,0
2006-12-17 23:20:00,0.286,0,244,1.2,0,0,0
2006-12-17 23:21:00,0.288,0,245.05,1.2,0,0,0
2006-12-17 23:22:00,0.396,0.156,245.92,1.8,0,1,0
2006-12-17 23:23:00,0.382,0.154,245.24,1.6,0,1,0
2006-12-17 23:24:00,0.382,0.156,245.61,1.6,0,2,0
2006-12-17 23:25:00,0.38,0.156,245.64,1.6,0,1,0
2006-12-17 23:26:00,0.378,0.154,245.36,1.6,0,2,0
2006-12-17 23:27:00,0.444,0.228,244.7,2,0,1,0
2006-12-17 23:28:00,0.478,0.292,244.56,2.2,0,2,0
2006-12-17 23:29:00,0.472,0.29,244.28,2.2,0,1,0
2006-12-17 23:30:00,0.47,0.292,244.69,2.2,0,2,0
2006-12-17 23:31:00,0.47,0.294,245.05,2.2,0,1,0
2006-12-17 23:32:00,0.468,0.3,245.95,2.2,0,2,0
2006-12-17 23:33:00,0.464,0.296,245.51,2.2,0,1,0
2006-12-17 23:34:00,0.462,0.296,245.3,2.2,0,1,0
2006-12-17 23:35:00,0.396,0.27,245.55,2,0,1,0
2006-12-17 23:36:00,0.378,0.266,246.03,1.8,0,2,0
2006-12-17 23:37:00,0.378,0.266,245.94,1.8,0,1,0
2006-12-17 23:38:00,0.376,0.264,245.68,1.8,0,1,0
2006-12-17 23:39:00,0.374,0.264,245.5,1.8,0,2,0
2006-12-17 23:40:00,0.44,0.336,246,2.2,0,1,0
2006-12-17 23:41:00,0.452,0.38,246.59,2.4,0,1,0
2006-12-17 23:42:00,0.454,0.382,246.81,2.4,0,1,0
2006-12-17 23:43:00,0.454,0.386,247.59,2.4,0,1,0
2006-12-17 23:44:00,0.452,0.382,247.03,2.4,0,2,0
2006-12-17 23:45:00,0.45,0.382,246.96,2.4,0,1,0
2006-12-17 23:46:00,0.446,0.38,246.55,2.4,0,1,0
2006-12-17 23:47:00,0.444,0.38,246.62,2.4,0,1,0
2006-12-17 23:48:00,0.442,0.374,245.99,2.2,0,2,0
2006-12-17 23:49:00,0.44,0.372,245.49,2.2,0,1,0
2006-12-17 23:50:00,0.388,0.292,244.78,2,0,1,0
2006-12-17 23:51:00,0.366,0.26,244.86,1.8,0,1,0
2006-12-17 23:52:00,0.364,0.256,244.42,1.8,0,1,0
2006-12-17 23:53:00,0.366,0.258,244.8,1.8,0,1,0
2006-12-17 23:54:00,0.284,0.134,245.61,1.2,0,2,0
2006-12-17 23:55:00,0.276,0.122,245.63,1.2,0,1,0
2006-12-17 23:56:00,0.274,0.118,244.57,1.2,0,1,0
2006-12-17 23:57:00,0.274,0.116,244.19,1.2,0,1,0
2006-12-17 23:58:00,0.274,0.12,244.82,1.2,0,1,0
2006-12-17 23:59:00,0.276,0.12,244.89,1.2,0,1,0
2006-12-18 00:00:00,0.278,0.126,246.17,1.2,0,2,0
2006-12-18 00:01:00,0.238,0.056,246.4,1,0,0,0
2006-12-18 00:02:00,0.208,0,246.46,0.8,0,0,0
2006-12-18 00:03:00,0.206,0,245.94,0.8,0,0,0
2006-12-18 00:04:00,0.206,0,245.98,0.8,0,0,0
2006-12-18 00:05:00,0.206,0,245.56,0.8,0,0,0
2006-12-18 00:06:00,0.204,0,245.22,0.8,0,0,0
2006-12-18 00:07:00,0.204,0,244.14,0.8,0,0,0
2006-12-18 00:08:00,0.212,0,244,1,0,0,0
2006-12-18 00:09:00,0.316,0.134,244.62,1.4,0,0,0
2006-12-18 00:10:00,0.308,0.132,244.61,1.4,0,0,0
2006-12-18 00:11:00,0.306,0.134,244.97,1.4,0,0,0
2006-12-18 00:12:00,0.306,0.136,245.51,1.4,0,0,0
2006-12-18 00:13:00,0.306,0.14,246.37,1.4,0,0,0
2006-12-18 00:14:00,0.306,0.14,246.42,1.4,0,0,0
2006-12-18 00:15:00,0.302,0.14,246.11,1.4,0,0,0
2006-12-18 00:16:00,0.302,0.14,246.32,1.4,0,0,0
2006-12-18 00:17:00,0.3,0.136,245.61,1.4,0,0,0
2006-12-18 00:18:00,0.3,0.138,245.86,1.4,0,0,0
2006-12-18 00:19:00,0.302,0.142,246.73,1.4,0,0,0
2006-12-18 00:20:00,0.3,0.136,245.53,1.4,0,0,0
2006-12-18 00:21:00,0.316,0.138,244.92,1.6,0,0,0
2006-12-18 00:22:00,0.376,0.24,244.78,1.8,0,0,0
2006-12-18 00:23:00,0.374,0.238,244.49,1.8,0,0,0
2006-12-18 00:24:00,0.372,0.236,244.02,1.8,0,0,0
2006-12-18 00:25:00,0.372,0.236,243.92,1.8,0,0,0
2006-12-18 00:26:00,0.372,0.236,244.04,1.8,0,0,0
2006-12-18 00:27:00,0.368,0.234,243.56,1.8,0,0,0
2006-12-18 00:28:00,0.368,0.234,243.87,1.8,0,0,0
2006-12-18 00:29:00,0.366,0.234,243.73,1.8,0,0,0
2006-12-18 00:30:00,0.366,0.234,243.6,1.8,0,0,0
2006-12-18 00:31:00,0.342,0.2,243.19,1.6,0,0,0
2006-12-18 00:32:00,0.294,0.132,244.16,1.2,0,0,0
2006-12-18 00:33:00,0.23,0,244.14,1,0,0,0
2006-12-18 00:34:00,0.202,0,243.24,0.8,0,0,0
2006-12-18 00:35:00,0.202,0,243.47,0.8,0,0,0
2006-12-18 00:36:00,0.202,0,243.71,0.8,0,0,0
2006-12-18 00:37:00,0.204,0,244.17,0.8,0,0,0
2006-12-18 00:38:00,0.204,0,244.46,0.8,0,0,0
2006-12-18 00:39:00,0.204,0,244.92,0.8,0,0,0
2006-12-18 00:40:00,0.206,0,245.31,0.8,0,0,0
2006-12-18 00:41:00,0.204,0,244.02,0.8,0,0,0
2006-12-18 00:42:00,0.204,0,243.88,0.8,0,0,0
2006-12-18 00:43:00,0.202,0,243.94,0.8,0,0,0
2006-12-18 00:44:00,0.202,0,243.78,0.8,0,0,0
2006-12-18 00:45:00,0.202,0,243.79,0.8,0,0,0
2006-12-18 00:46:00,0.202,0,243.15,0.8,0,0,0
2006-12-18 00:48:00,0.3,0.1,244.15,1.4,0,0,0
2006-12-18 00:49:00,0.31,0.134,245.12,1.4,0,0,0
2006-12-18 00:50:00,0.308,0.134,245.27,1.4,0,0,0
2006-12-18 00:51:00,0.306,0.136,245.61,1.4,0,0,0
2006-12-18 00:52:00,0.304,0.132,244.63,1.4,0,0,0
2006-12-18 00:53:00,0.3,0.13,244.2,1.4,0,0,0
2006-12-18 00:54:00,0.3,0.128,243.98,1.4,0,0,0
2006-12-18 00:55:00,0.296,0.122,242.81,1.2,0,0,0
2006-12-18 00:56:00,0.296,0.124,242.92,1.2,0,0,0
2006-12-18 00:57:00,0.296,0.126,243.36,1.2,0,0,0
2006-12-18 00:58:00,0.296,0.126,243.64,1.2,0,0,0
2006-12-18 00:59:00,0.296,0.13,244.18,1.2,0,0,0
2006-12-18 01:00:00,0.296,0.13,244.05,1.2,0,0,0
2006-12-18 01:01:00,0.298,0.132,244.43,1.2,0,0,0
2006-12-18 01:02:00,0.298,0.132,244.5,1.2,0,0,0
2006-12-18 01:03:00,0.324,0.146,243.95,1.6,0,0,0
2006-12-18 01:04:00,0.372,0.234,243.72,1.8,0,0,0
2006-12-18 01:05:00,0.372,0.234,243.74,1.8,0,0,0
2006-12-18 01:06:00,0.372,0.232,243.46,1.8,0,0,0
2006-12-18 01:07:00,0.368,0.226,242.39,1.8,0,0,0
2006-12-18 01:08:00,0.368,0.226,242.17,1.8,0,0,0
2006-12-18 01:09:00,0.368,0.23,242.92,1.8,0,0,0
2006-12-18 01:10:00,0.348,0.202,243.36,1.6,0,0,0
2006-12-18 01:11:00,0.276,0.096,243.61,1.2,0,0,0
2006-12-18 01:12:00,0.274,0.096,243.19,1.2,0,0,0
2006-12-18 01:13:00,0.226,0,242.83,1,0,0,0
2006-12-18 01:14:00,0.292,0.094,243.06,1.4,0,0,0
2006-12-18 01:15:00,0.292,0.112,242.82,1.2,0,2,0
2006-12-18 01:16:00,0.292,0.112,242.98,1.2,0,1,0
2006-12-18 01:17:00,0.294,0.116,243.98,1.2,0,2,0
2006-12-18 01:18:00,0.292,0.116,243.65,1.2,0,1,0
2006-12-18 01:19:00,0.29,0.114,243.23,1.2,0,2,0
2006-12-18 01:20:00,0.29,0.114,243.4,1.2,0,1,0
2006-12-18 01:21:00,0.288,0.114,243.1,1.2,0,2,0
2006-12-18 01:22:00,0.286,0.112,242.85,1.2,0,1,0
2006-12-18 01:23:00,0.286,0.114,243.32,1.2,0,2,0
2006-12-18 01:24:00,0.284,0.112,243.11,1.2,0,1,0
2006-12-18 01:25:00,0.282,0.11,242.32,1.2,0,1,0
2006-12-18 01:26:00,0.398,0.246,242.31,2,0,2,0
2006-12-18 01:27:00,0.382,0.244,241.97,1.8,0,1,0
2006-12-18 01:28:00,0.38,0.246,242.51,1.8,0,1,0
2006-12-18 01:29:00,0.376,0.246,242.4,1.8,0,1,0
2006-12-18 01:30:00,0.374,0.246,242.29,1.8,0,2,0
2006-12-18 01:31:00,0.372,0.246,242.21,1.8,0,1,0
2006-12-18 01:32:00,0.372,0.25,242.9,1.8,0,1,0
2006-12-18 01:33:00,0.37,0.25,242.87,1.8,0,1,0
2006-12-18 01:34:00,0.37,0.252,243.57,1.8,0,2,0
2006-12-18 01:35:00,0.37,0.256,244.26,1.8,0,1,0
2006-12-18 01:36:00,0.37,0.258,244.38,1.8,0,1,0
2006-12-18 01:37:00,0.37,0.256,244,1.8,0,1,0
2006-12-18 01:38:00,0.368,0.256,244.24,1.8,0,1,0
2006-12-18 01:39:00,0.368,0.256,244.12,1.8,0,2,0
2006-12-18 01:40:00,0.368,0.254,244.02,1.8,0,1,0
2006-12-18 01:41:00,0.328,0.184,244.45,1.6,0,0,0
2006-12-18 01:42:00,0.298,0.134,244.82,1.4,0,0,0
2006-12-18 01:43:00,0.296,0.132,244.34,1.2,0,0,0
2006-12-18 01:44:00,0.296,0.13,243.95,1.2,0,0,0
2006-12-18 01:45:00,0.294,0.124,242.93,1.2,0,0,0
2006-12-18 01:46:00,0.374,0.21,242.44,1.8,0,0,0
2006-12-18 01:47:00,0.28,0.094,242.84,1.2,0,0,0
2006-12-18 01:48:00,0.28,0.096,243.36,1.2,0,0,0
2006-12-18 01:49:00,0.282,0.098,244.19,1.2,0,0,0
2006-12-18 01:50:00,0.282,0.1,244.63,1.2,0,0,0
2006-12-18 01:51:00,0.28,0.1,244.85,1.2,0,0,0
2006-12-18 01:52:00,0.28,0.102,244.91,1.2,0,0,0
2006-12-18 01:53:00,0.276,0.096,243.6,1.2,0,0,0
2006-12-18 01:55:00,0.218,0,244.18,1,0,0,0
2006-12-18 01:56:00,0.204,0,243.93,0.8,0,0,0
2006-12-18 01:57:00,0.204,0,244.55,0.8,0,0,0
2006-12-18 01:58:00,0.206,0,244.85,0.8,0,0,0
2006-12-18 01:59:00,0.208,0,244.54,0.8,0,0,0
2006-12-18 02:00:00,0.21,0,244.2,0.8,0,0,0
2006-12-18 02:01:00,0.21,0,245.21,0.8,0,0,0
2006-12-18 02:02:00,0.278,0.07,245.48,1.2,0,0,0
2006-12-18 02:03:00,0.314,0.132,244.47,1.4,0,0,0
2006-12-18 02:04:00,0.312,0.138,245.83,1.4,0,0,0
2006-12-18 02:05:00,0.312,0.142,246.78,1.4,0,0,0
2006-12-18 02:06:00,0.312,0.146,247.33,1.4,0,0,0
2006-12-18 02:07:00,0.312,0.15,247.97,1.4,0,0,0
2006-12-18 02:08:00,0.312,0.15,248.05,1.4,0,0,0
2006-12-18 02:09:00,0.31,0.15,248.08,1.4,0,0,0
2006-12-18 02:10:00,0.308,0.15,248.07,1.4,0,0,0
2006-12-18 02:11:00,0.304,0.142,246.45,1.4,0,0,0
2006-12-18 02:12:00,0.304,0.142,246.49,1.4,0,0,0
2006-12-18 02:13:00,0.304,0.144,246.88,1.4,0,0,0
2006-12-18 02:14:00,0.302,0.142,246.46,1.4,0,0,0
2006-12-18 02:15:00,0.302,0.144,246.8,1.4,0,0,0
2006-12-18 02:16:00,0.304,0.144,247.15,1.4,0,0,0
2006-12-18 02:17:00,0.304,0.146,247.51,1.4,0,0,0
2006-12-18 02:18:00,0.304,0.144,247.19,1.4,0,0,0
2006-12-18 02:19:00,0.304,0.146,247.18,1.4,0,0,0
2006-12-18 02:20:00,0.302,0.144,246.97,1.4,0,0,0
2006-12-18 02:21:00,0.302,0.14,246.31,1.4,0,0,0
2006-12-18 02:22:00,0.24,0.048,246.56,1,0,0,0
2006-12-18 02:23:00,0.21,0,246.98,0.8,0,0,0
2006-12-18 02:24:00,0.21,0,247.03,0.8,0,0,0
2006-12-18 02:25:00,0.21,0,247.48,0.8,0,0,0
2006-12-18 02:26:00,0.212,0,247.91,0.8,0,0,0
2006-12-18 02:27:00,0.212,0,247.9,0.8,0,0,0
2006-12-18 02:28:00,0.304,0.112,247.44,1.4,0,0,0
2006-12-18 02:29:00,0.286,0.11,246.95,1.2,0,0,0
2006-12-18 02:30:00,0.286,0.106,245.8,1.2,0,0,0
2006-12-18 02:31:00,0.284,0.102,245.24,1.2,0,0,0
2006-12-18 02:32:00,0.284,0.106,246.04,1.2,0,0,0
2006-12-18 02:33:00,0.282,0.104,245.52,1.2,0,0,0
2006-12-18 02:34:00,0.282,0.104,245.72,1.2,0,0,0
2006-12-18 02:35:00,0.28,0.106,246.03,1.2,0,0,0
2006-12-18 02:36:00,0.26,0.076,246.11,1.2,0,0,0
2006-12-18 02:37:00,0.208,0,245.72,0.8,0,0,0
2006-12-18 02:38:00,0.264,0.056,245.9,1.2,0,0,0
2006-12-18 02:39:00,0.318,0.14,246.58,1.4,0,0,0
2006-12-18 02:40:00,0.312,0.138,245.93,1.4,0,0,0
2006-12-18 02:41:00,0.31,0.138,246.03,1.4,0,0,0
2006-12-18 02:42:00,0.308,0.138,245.98,1.4,0,0,0
